,cart_id,customer_id,product_id,product_amount,product_price
295,5,4,7,4,"$96,611.22"
296,3,2,0,6,$23.96
297,4,9,8,13,"$7,469.02"
298,10,5,1,4,"$7,926.25"
299,6,5,8,10,"$3,651.26"
300,10,8,2,17,"$4,342.86"
301,4,2,6,6,$58.08
302,9,6,8,5,"$4,368.22"
303,10,0,3,13,$77.64
304,10,2,2,19,$52.44
305,3,10,8,8,$452.55
306,8,6,5,10,$720.12
307,3,9,3,18,"$8,262.39"
308,0,8,5,1,$4.79
309,1,4,10,20,"$24,512.23"
310,2,9,3,16,$368.61
311,4,3,2,5,$51.77
312,6,5,7,15,$357.61
313,3,1,2,17,$9.85
314,5,3,8,10,"$74,397.79"
315,1,1,10,5,$227.84
316,7,5,0,5,$60.87
317,4,6,0,7,$8.19
318,10,3,8,16,$736.44
319,0,3,6,2,$9.49
320,5,4,1,20,"$2,122.50"
321,6,7,10,3,"$60,004.76"
322,1,3,4,12,$975.15
323,8,7,10,6,$78.50
324,4,8,0,2,$908.49
325,3,6,9,5,"$54,244.08"
326,10,1,5,7,"$83,083.60"
327,8,0,5,19,$40.96
328,10,10,8,20,$1.87
329,7,3,5,3,$451.00
330,1,4,6,11,$5.01
331,7,9,1,3,$527.84
332,9,3,1,10,"$9,740.74"
333,8,10,7,7,$6.63
334,10,6,5,4,$84.05
335,1,0,3,11,"$9,926.15"
336,5,10,4,5,"$20,308.68"
337,8,3,7,13,"$5,341.79"
338,1,9,1,15,$7.55
339,2,5,0,7,$792.79
340,8,3,2,20,$730.62
341,0,2,2,13,$0.12
342,5,0,8,9,$6.09
343,5,7,10,4,$1.88
344,10,0,6,20,$79.66
345,4,2,9,19,"$3,300.81"
346,9,4,1,20,"$9,348.65"
347,1,1,1,20,"$7,086.31"
348,0,6,4,9,$986.28
349,10,7,3,4,"$6,989.81"
350,8,1,6,7,$461.01
351,10,0,5,20,$7.28
352,8,0,3,19,$28.84
353,8,9,2,10,$944.93
354,3,0,9,20,$9.62
355,4,3,8,17,$147.90
356,4,2,9,20,$9.71
357,10,9,0,4,"$96,674.26"
358,1,2,4,7,"$73,789.63"
359,4,4,2,14,$874.84
360,8,5,0,9,"$52,496.69"
361,3,1,0,5,$23.55
362,10,8,2,1,"$87,675.27"
363,3,1,1,3,"$5,355.58"
364,7,3,6,14,$72.58
365,6,9,10,9,$389.22
366,1,1,6,19,"$1,940.51"
367,10,5,9,9,$210.17
368,2,8,4,20,$298.83
369,1,9,10,20,$312.77
370,10,1,7,12,$420.39
371,1,10,1,17,$80.02
372,5,4,6,15,"$8,904.82"
373,2,7,10,17,"$60,107.34"
374,1,2,7,13,$1.64
375,8,6,10,17,$893.18
376,2,2,2,6,"$25,802.63"
377,10,7,7,5,"$5,100.98"
378,3,9,9,16,"$54,330.65"
379,9,4,9,11,$91.09
380,6,5,9,10,$312.48
381,4,7,3,12,"$5,418.97"
382,10,2,8,19,"$9,109.55"
383,8,2,6,4,$756.27
384,7,4,5,6,"$49,687.39"
385,4,2,2,8,$1.35
386,5,6,1,10,"$71,452.42"
387,4,9,6,8,"$4,289.89"
388,8,0,1,14,"$7,878.64"
389,8,10,3,20,$354.93
390,6,5,2,4,"$64,069.15"
391,1,8,0,15,$374.89
392,1,5,6,20,$396.49
393,8,9,4,1,"$78,780.31"
394,7,7,3,6,$98.25
395,9,7,4,15,"$1,161.15"
396,10,10,8,16,$697.51
397,0,7,4,5,"$59,071.41"
398,3,1,1,20,"$9,804.56"
399,10,1,4,18,$470.24
400,10,1,9,3,$0.21
401,0,7,1,13,$97.22
402,0,9,10,6,$44.49
403,5,9,3,11,"$4,652.63"
404,8,2,0,19,$8.57
405,7,7,1,16,$8.56
406,9,9,1,13,$30.26
407,9,7,5,10,$9.94
408,1,1,0,20,"$89,043.13"
409,7,6,2,8,"$5,784.32"
410,1,6,5,10,$58.97
411,3,5,5,1,$648.48
412,3,9,1,12,$960.72
413,0,7,3,12,"$21,397.84"
414,3,7,3,9,"$7,433.75"
415,0,8,5,2,$0.97
416,7,6,5,10,$0.95
417,10,5,4,14,"$51,013.98"
418,4,6,5,18,$349.56
419,10,2,5,14,$9.44
420,10,4,3,1,$182.01
421,4,9,2,1,"$5,277.48"
422,7,3,9,13,$818.42
423,2,7,5,3,$5.43
424,9,7,2,8,$368.70
425,3,5,8,4,$0.48
426,5,0,2,17,$60.57
427,2,8,9,8,"$94,106.97"
428,4,1,1,18,$190.54
429,0,10,3,10,"$94,955.73"
430,9,5,5,2,"$12,582.59"
431,0,9,1,18,$28.70
432,10,9,2,3,$0.07
433,2,10,4,1,"$50,558.51"
434,3,4,4,7,$75.96
435,0,2,10,2,"$5,686.28"
436,6,0,0,13,"$2,102.79"
437,3,5,1,14,$59.74
438,7,4,7,20,$629.18
439,8,6,5,10,"$53,726.71"
440,3,10,2,20,$8.15
441,3,1,9,2,"$69,411.72"
442,9,4,9,2,$6.37
443,7,5,3,19,"$4,279.74"
444,1,4,1,20,$0.46
445,2,2,9,16,$31.02
446,2,10,6,19,$6.37
447,7,9,0,3,"$86,093.35"
448,0,5,3,20,$1.85
449,5,0,3,20,"$67,213.88"
450,4,6,1,20,"$48,348.65"
451,9,6,0,11,$22.58
452,5,2,3,7,$864.60
453,0,4,1,19,$463.57
454,4,3,9,13,$2.02
455,3,9,3,9,$354.60
456,4,9,9,20,"$58,054.13"
457,9,10,5,6,$7.91
458,8,0,3,9,$309.21
459,6,2,9,9,$32.32
460,2,9,6,15,$78.33
461,1,1,8,15,"$65,853.65"
462,7,4,5,9,"$95,791.72"
463,10,7,8,3,"$37,422.04"
464,9,2,7,2,$0.48
465,3,4,8,7,$60.54
466,8,10,8,5,"$1,696.19"
467,1,5,10,10,$220.01
468,1,3,0,7,$9.28
469,4,0,7,1,$5.34
470,1,2,9,2,$6.20
471,5,2,8,16,"$90,295.83"
472,4,7,5,11,$4.49
473,8,10,2,4,"$2,613.38"
474,8,1,6,19,$93.50
475,8,10,1,5,"$31,112.70"
476,9,5,5,12,$2.34
477,2,4,5,3,"$34,706.14"
478,1,3,6,12,$30.40
479,9,9,3,4,"$4,852.11"
480,3,9,2,16,"$81,213.48"
481,9,0,0,17,"$5,924.33"
482,7,1,1,19,"$34,562.42"
483,1,0,7,16,$24.36
484,9,4,1,14,"$60,974.72"
485,10,10,6,19,$7.97
486,6,7,5,1,$5.86
487,9,1,7,11,$83.27
488,1,0,3,7,"$81,180.64"
489,5,2,9,3,$3.38
490,8,3,3,10,$135.23
491,3,8,5,13,$86.55
492,2,10,3,20,$649.84
493,0,3,2,10,$495.77
494,0,6,6,13,$9.75
495,4,9,6,4,"$7,517.14"
496,3,10,10,16,"$3,916.16"
497,3,7,10,19,$48.91
498,5,0,8,14,$2.20
499,6,3,2,13,"$80,271.63"
500,0,2,8,12,$846.85
501,0,7,10,16,"$4,356.14"
502,6,5,6,13,$9.63
503,5,2,3,7,$4.86
504,1,5,3,7,$62.07
505,2,7,6,15,$708.06
506,3,4,4,4,"$54,653.30"
507,8,2,6,19,"$74,392.17"
508,4,1,9,2,"$14,149.00"
509,1,0,7,10,"$9,765.03"
510,2,2,4,13,$3.36
511,6,4,6,9,"$73,632.58"
512,1,8,8,11,$6.04
513,3,7,5,7,"$8,873.11"
514,6,3,4,5,$98.00
515,8,3,10,13,$855.27
516,0,3,5,5,$27.89
517,10,4,8,10,$59.85
518,1,2,4,7,$22.14
519,8,2,8,5,$46.06
520,3,0,7,1,"$9,027.67"
521,3,0,2,6,"$1,786.41"
522,6,5,0,7,"$84,481.56"
523,2,10,0,13,"$53,855.41"
524,4,10,10,12,"$4,634.79"
525,4,2,5,9,$34.38
526,9,8,7,10,"$8,802.67"
527,0,5,8,20,$9.16
528,6,9,6,14,$5.20
529,3,2,5,6,$80.15
530,10,9,7,1,$138.03
531,2,0,9,10,$49.52
532,7,3,3,10,$1.73
533,8,6,1,13,$2.24
534,0,2,5,10,"$6,684.28"
535,9,5,4,13,"$2,426.52"
536,5,0,5,4,$9.54
537,7,6,1,3,"$50,125.51"
538,2,8,8,11,"$9,098.81"
539,3,8,0,4,$2.42
540,3,0,3,1,"$29,965.21"
541,6,8,1,11,"$34,857.82"
542,3,8,5,5,$6.31
543,5,7,6,9,$5.38
544,6,7,5,11,"$1,327.76"
545,9,7,2,6,$21.13
546,8,1,10,5,$13.80
547,7,4,0,9,$1.93
548,2,3,7,1,$885.97
549,6,9,7,18,"$86,259.55"
550,4,10,5,7,$109.33
551,8,3,0,15,"$38,192.24"
552,7,7,10,15,$162.82
553,7,9,6,18,"$48,730.65"
554,5,1,3,18,$7.64
555,9,10,8,20,"$6,777.16"
556,5,2,10,4,$133.71
557,1,9,2,15,$72.35
558,7,10,4,7,$1.39
559,3,7,0,13,"$2,990.74"
560,0,10,10,4,$43.49
561,10,6,0,8,"$2,468.93"
562,0,7,3,3,"$78,058.35"
563,2,6,10,16,$312.73
564,10,3,8,5,$445.42
565,3,3,0,4,$568.49
566,4,0,3,2,$9.72
567,9,4,9,4,$1.90
568,10,7,0,4,"$9,355.95"
569,4,0,2,5,"$41,896.16"
570,10,3,6,10,$757.51
571,9,1,6,20,$26.42
572,10,9,2,18,$709.18
573,9,0,1,18,$53.37
574,9,2,8,10,$765.38
575,3,8,9,8,$537.53
576,5,4,3,5,$24.29
577,3,8,1,12,"$5,728.48"
578,10,8,0,3,$85.37
579,0,4,5,4,"$6,370.03"
580,8,0,4,8,"$3,805.20"
581,5,4,7,13,"$3,624.92"
582,7,10,10,2,$386.35
583,3,9,7,10,$2.95
584,4,3,0,9,"$90,966.40"
585,1,5,9,13,"$9,901.99"
586,0,1,2,9,$4.02
587,7,3,7,20,"$6,688.02"
588,0,2,2,11,$355.42
589,0,3,10,3,$161.58
590,6,0,3,1,"$61,109.41"
591,6,1,10,14,$1.09
592,0,3,2,15,$872.44
593,2,9,8,7,$6.03
594,10,6,4,20,$49.38
595,7,5,6,6,"$90,591.03"
596,7,2,10,15,$11.85
597,1,4,1,7,$33.61
598,2,7,0,13,$618.60
599,5,7,8,12,$61.25
600,3,0,6,20,"$23,426.44"
601,0,0,4,16,$7.85
602,10,4,0,16,"$6,470.59"
603,9,1,8,13,"$8,113.59"
604,6,3,5,15,"$56,429.80"
605,6,8,5,5,$67.72
606,4,3,0,10,$32.96
607,8,3,10,8,"$9,390.86"
608,7,3,1,9,$3.96
609,4,7,2,17,$337.94
610,9,1,3,16,$726.57
611,3,6,8,14,"$9,759.46"
612,7,1,10,13,$5.51
613,1,8,10,18,$740.47
614,10,7,6,19,"$7,772.30"
615,10,8,5,8,$0.60
616,1,4,4,20,$674.28
617,9,7,0,14,"$91,760.75"
618,5,9,6,2,$204.85
619,7,1,8,6,"$3,535.18"
620,9,0,6,4,"$4,612.26"
621,2,7,7,20,"$6,123.76"
622,6,7,2,2,"$5,721.78"
623,4,9,6,16,$30.57
624,2,3,8,6,$99.00
625,7,2,4,20,"$5,937.37"
626,1,6,0,7,"$9,782.47"
627,0,2,10,3,$332.60
628,4,3,5,17,$60.97
629,3,6,0,15,$0.05
630,10,9,10,15,$679.03
631,7,1,4,16,"$4,025.81"
632,5,3,7,20,"$35,945.98"
633,0,7,10,16,$41.54
634,8,5,2,9,"$9,030.75"
635,10,8,2,7,$2.43
636,7,1,0,20,$58.99
637,3,5,0,4,$735.25
638,4,0,3,20,"$3,548.90"
639,2,2,6,20,"$19,095.39"
640,7,5,4,20,"$65,102.71"
641,0,1,7,14,$93.84
642,8,8,0,17,$711.91
643,5,0,2,1,$943.53
644,5,0,3,12,$2.69
645,4,8,7,1,$1.82
646,2,6,6,17,$658.47
647,10,4,8,7,$54.71
648,9,0,5,11,"$1,120.20"
649,8,9,7,5,"$4,831.26"
650,6,9,1,20,"$86,798.69"
651,9,1,8,19,"$87,008.78"
652,2,9,0,3,$0.83
653,7,6,4,18,"$1,588.21"
654,6,8,1,10,$245.71
655,1,1,6,3,"$8,559.69"
656,9,1,0,19,$82.91
657,5,0,7,6,$288.66
658,6,8,3,19,$0.01
659,3,3,2,17,$232.50
660,0,2,10,7,$6.67
661,10,1,3,5,"$15,989.37"
662,5,4,9,19,$14.45
663,6,7,7,13,"$9,859.56"
664,5,3,0,6,$9.63
665,0,6,7,10,$9.88
666,3,7,3,6,"$6,849.35"
667,5,10,3,16,$731.22
668,3,7,1,4,"$2,095.83"
669,9,1,6,2,$4.16
670,1,8,5,19,$0.75
671,9,8,8,12,"$52,205.78"
672,0,1,9,15,"$53,082.51"
673,6,6,8,15,$89.11
674,10,1,2,3,"$55,622.08"
675,10,10,2,17,$3.85
676,10,4,9,8,"$7,339.55"
677,10,0,10,7,"$7,036.57"
678,10,10,4,9,$40.16
679,4,10,8,13,$7.50
680,7,0,4,12,$85.19
681,3,2,5,8,$214.87
682,4,1,0,10,$82.38
683,9,8,0,13,"$48,063.50"
684,3,8,8,6,$340.14
685,10,9,6,17,$111.42
686,8,4,10,3,$710.56
687,4,8,3,9,$1.39
688,6,8,7,17,"$6,256.16"
689,3,0,2,15,$9.98
690,10,0,9,6,$103.55
691,1,8,6,13,$500.28
692,5,2,2,10,"$3,699.31"
693,2,1,5,17,"$56,824.47"
694,7,1,3,20,$79.12
695,7,10,10,4,$655.16
696,9,10,2,8,$93.08
697,9,1,8,20,$71.75
698,10,2,5,1,$54.60
699,5,10,3,20,$122.14
700,7,5,7,2,"$3,166.31"
701,10,4,5,7,"$55,741.56"
702,3,2,8,12,"$2,833.13"
703,4,3,10,7,"$6,504.70"
704,0,5,0,9,$70.40
705,4,9,2,3,"$82,259.10"
706,2,5,4,9,$774.26
707,4,4,3,20,$20.73
708,6,1,2,12,$19.54
709,1,9,0,5,"$34,365.77"
710,0,6,7,10,$49.55
711,5,7,0,7,$77.90
712,5,9,10,6,$4.42
713,10,8,10,16,$21.76
714,5,0,10,16,$24.98
715,1,3,3,13,$5.45
716,2,3,0,4,"$3,107.30"
717,3,0,7,20,$990.82
718,0,4,5,4,"$26,620.81"
719,7,0,9,2,"$7,576.07"
720,9,6,5,2,$638.58
721,6,0,3,19,$745.80
722,6,10,4,3,"$80,562.69"
723,2,4,2,8,$86.19
724,4,10,10,20,$4.17
725,4,8,1,16,$177.24
726,10,7,9,18,$363.64
727,5,4,0,2,"$50,270.50"
728,6,8,4,20,"$62,285.12"
729,1,0,1,6,"$4,362.03"
730,4,1,8,9,"$82,129.98"
731,6,6,7,13,$947.52
732,9,2,7,16,$6.71
733,7,0,7,3,"$9,693.57"
734,0,8,5,9,"$64,956.91"
735,1,8,7,4,"$5,700.41"
736,10,1,7,10,$28.56
737,4,3,8,3,$615.98
738,3,4,5,20,$171.81
739,6,8,5,17,$984.52
740,10,6,1,19,$9.17
741,3,0,10,12,$637.64
742,2,0,10,9,$7.62
743,3,6,1,2,$94.24
744,0,2,5,4,"$25,254.95"
745,0,1,10,19,"$95,969.33"
746,3,3,1,20,"$40,081.00"
747,6,9,7,2,$9.58
748,0,10,2,4,$3.45
749,10,7,5,6,$18.80
750,0,0,4,16,"$63,135.43"
751,0,7,3,17,"$86,320.65"
752,5,4,10,6,"$5,718.95"
753,3,6,1,17,"$6,814.19"
754,9,9,7,18,"$10,758.73"
755,4,2,1,2,$33.33
756,3,8,10,9,$57.56
757,10,8,0,2,$752.26
758,3,0,6,13,$1.87
759,2,5,8,4,"$8,043.40"
760,10,10,1,5,"$7,737.00"
761,8,0,1,16,"$79,125.19"
762,10,2,7,13,$77.88
763,4,2,2,13,"$44,663.31"
764,8,5,7,20,"$56,569.19"
765,3,1,10,14,$66.77
766,0,7,8,4,$85.81
767,2,0,9,7,$545.17
768,8,1,5,8,"$6,039.32"
769,2,8,5,14,$32.06
770,0,3,10,20,$40.14
771,2,0,0,15,"$84,711.38"
772,10,9,7,12,$693.94
773,3,8,6,4,$9.01
774,8,10,1,17,$9.03
775,1,6,8,1,$2.85
776,9,8,7,2,"$59,535.79"
777,3,9,9,2,$52.71
778,10,10,4,6,"$1,963.18"
779,8,1,7,1,"$91,252.93"
780,8,5,3,1,"$84,818.84"
781,6,8,6,18,$78.57
782,4,10,10,20,$83.82
783,2,6,1,16,$5.65
784,8,4,8,16,$21.33
785,0,5,5,4,$268.81
786,2,4,4,2,"$8,880.66"
787,0,8,10,1,"$3,393.28"
788,2,9,0,16,"$53,149.63"
789,2,7,3,3,"$78,144.87"
790,10,8,2,10,$418.22
791,3,3,2,19,$917.75
792,0,10,9,3,"$25,121.42"
793,10,3,9,6,$6.52
794,9,1,10,4,$375.37
795,10,8,8,4,"$1,422.95"
796,5,3,5,12,"$8,668.66"
797,0,5,10,17,$0.78
798,5,7,3,13,$678.51
799,0,0,8,7,$63.20
800,3,3,2,10,$606.26
801,2,7,0,10,$8.97
802,7,5,9,16,"$26,666.22"
803,3,10,1,18,"$7,923.46"
804,0,10,5,9,"$79,963.97"
805,10,4,1,1,$703.94
806,3,3,3,11,"$13,978.90"
807,0,10,10,11,"$55,849.33"
808,6,4,0,10,"$9,050.76"
809,5,7,5,12,$579.52
810,2,0,7,19,$178.64
811,5,10,2,19,$69.63
812,3,3,1,2,$11.77
813,6,1,5,4,$799.26
814,1,0,9,3,$0.42
815,8,8,6,15,$6.28
816,5,8,2,2,$4.36
817,6,9,8,9,$8.66
818,8,3,3,16,$7.12
819,5,1,2,6,$3.02
820,4,0,3,8,"$7,356.83"
821,3,1,5,1,"$2,082.76"
822,9,9,1,13,$690.67
823,0,6,1,11,$49.94
824,5,3,1,8,$4.09
825,3,2,4,19,"$8,632.15"
826,6,4,7,18,$44.13
827,8,5,3,20,"$2,345.94"
828,9,6,7,12,$5.50
829,0,3,6,12,"$86,152.81"
830,4,2,8,16,"$9,515.86"
831,2,10,6,19,"$56,190.98"
832,0,5,0,15,$68.12
833,6,8,0,17,$4.50
834,5,8,6,5,$8.05
835,2,3,2,7,$9.23
836,0,9,10,11,"$18,914.35"
837,4,1,9,5,$434.65
838,1,7,3,13,$45.98
839,8,8,6,8,$698.26
840,7,5,5,9,$15.73
